chrm	start	end	target_id	Gene	isoform	value	strand	Synonym	Product	PID
pZM33	19930	19986	pZM33_predicted_RNA_-;1	pZM33_predicted_RNA_-	1	.	-	NA	NA	NA
pZM33	20114	20345	pZM33_predicted_RNA_-;2	pZM33_predicted_RNA_-	2	.	-	NA	NA	NA
pZM33	21745	22524	pZM33_predicted_RNA_+;3	pZM33_predicted_RNA_+	3	.	+	NA	NA	NA
pZM33	23489	24884	ZMO1_ZMOp33x026,ZMO1_ZMOp33x027;1	ZMO1_ZMOp33x026	1	.	-	ZMO1_ZMOp33x026	toxin RelE-like domain protein	AVZ43175.1
pZM33	23489	24884	ZMO1_ZMOp33x026,ZMO1_ZMOp33x027;1	ZMO1_ZMOp33x027	1	.	-	ZMO1_ZMOp33x027	relaxosome protein TraY	AVZ43176.1
pZM33	24338	24880	ZMO1_ZMOp33x026,ZMO1_ZMOp33x027;2	ZMO1_ZMOp33x026	2	.	-	ZMO1_ZMOp33x026	toxin RelE-like domain protein	AVZ43175.1
pZM33	24338	24880	ZMO1_ZMOp33x026,ZMO1_ZMOp33x027;2	ZMO1_ZMOp33x027	2	.	-	ZMO1_ZMOp33x027	relaxosome protein TraY	AVZ43176.1
pZM33	25169	26745	ZMO1_ZMOp33x028;1	ZMO1_ZMOp33x028	1	.	-	ZMO1_ZMOp33x028	winged helix-turn-helix DNA-binding domain protein	AVZ43177.1
pZM33	26745	27082	ZMO1_ZMOp33x029;1	ZMO1_ZMOp33x029	1	.	-	ZMO1_ZMOp33x029	Azospirillum phage Cd Gp10 family protein	AVZ43178.1
pZM33	27167	27752	ZMO1_ZMOp33x030;1	ZMO1_ZMOp33x030	1	.	-	ZMO1_ZMOp33x030	hypothetical protein	AVZ43179.1
pZM33	27870	28448	ZMO1_ZMOp33x031;1	ZMO1_ZMOp33x031	1	.	+	ZMO1_ZMOp33x031	uncharacterized protein	AVZ43180.1
pZM33	28377	28704	pZM33_predicted_RNA_+;1	pZM33_predicted_RNA_+	1	.	+	NA	NA	NA
pZM33	28578	29580	ZMO1_ZMOp33x032;1	ZMO1_ZMOp33x032	1	.	-	ZMO1_ZMOp33x032	hypothetical protein	AVZ43181.1
pZM33	28669	28863	ZMO1_ZMOp33x032;2	ZMO1_ZMOp33x032	2	.	-	ZMO1_ZMOp33x032	hypothetical protein	AVZ43181.1
pZM33	29076	30005	ZMO1_ZMOp33x033;1	ZMO1_ZMOp33x033	1	.	+	ZMO1_ZMOp33x033	hypothetical protein	AVZ43182.1
pZM33	29077	29841	ZMO1_ZMOp33x033;2	ZMO1_ZMOp33x033	2	.	+	ZMO1_ZMOp33x033	hypothetical protein	AVZ43182.1
pZM33	29592	30069	ZMO1_ZMOp33x034;1	ZMO1_ZMOp33x034	1	.	-	ZMO1_ZMOp33x034	hypothetical protein	AVZ43183.1
pZM33	29917	30069	ZMO1_ZMOp33x034;2	ZMO1_ZMOp33x034	2	.	-	ZMO1_ZMOp33x034	hypothetical protein	AVZ43183.1
pZM33	30070	30569	ZMO1_ZMOp33x035;1	ZMO1_ZMOp33x035	1	.	-	ZMO1_ZMOp33x035	hypothetical protein	AVZ43184.1
pZM33	30240	30569	ZMO1_ZMOp33x035;2	ZMO1_ZMOp33x035	2	.	-	ZMO1_ZMOp33x035	hypothetical protein	AVZ43184.1
pZM33	30466	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;1	ZMO1_ZMOp33x036	1	.	+	ZMO1_ZMOp33x036	ribonuclease toxin BrnT of type II toxin-antitoxin system	AVZ43185.1
pZM33	30466	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;1	ZMO1_ZMOp33x037	1	.	+	ZMO1_ZMOp33x037	cro/C1-type transcriptional repressor	AVZ43186.1
pZM33	30466	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;1	ZMO1_ZMOp33x038	1	.	+	ZMO1_ZMOp33x038	Lambda repressor-like transcriptional regulator	AVZ43187.1
pZM33	30636	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;2	ZMO1_ZMOp33x036	2	.	+	ZMO1_ZMOp33x036	ribonuclease toxin BrnT of type II toxin-antitoxin system	AVZ43185.1
pZM33	30636	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;2	ZMO1_ZMOp33x037	2	.	+	ZMO1_ZMOp33x037	cro/C1-type transcriptional repressor	AVZ43186.1
pZM33	30636	31582	ZMO1_ZMOp33x036,ZMO1_ZMOp33x037,ZMO1_ZMOp33x038;2	ZMO1_ZMOp33x038	2	.	+	ZMO1_ZMOp33x038	Lambda repressor-like transcriptional regulator	AVZ43187.1
pZM33	31583	31833	pZM33_predicted_RNA_+;2	pZM33_predicted_RNA_+	2	.	+	NA	NA	NA
pZM33	31934	32789	ZMO1_ZMOp33x039,ZMO1_ZMOp33x040;1	ZMO1_ZMOp33x039	1	.	+	ZMO1_ZMOp33x039	hypothetical protein	AVZ43188.1
pZM33	31934	32789	ZMO1_ZMOp33x039,ZMO1_ZMOp33x040;1	ZMO1_ZMOp33x040	1	.	+	ZMO1_ZMOp33x040	death on curing (Doc) protein	AVZ43189.1
pZM33	32035	32649	ZMO1_ZMOp33x039,ZMO1_ZMOp33x040;2	ZMO1_ZMOp33x039	2	.	+	ZMO1_ZMOp33x039	hypothetical protein	AVZ43188.1
pZM33	32035	32649	ZMO1_ZMOp33x039,ZMO1_ZMOp33x040;2	ZMO1_ZMOp33x040	2	.	+	ZMO1_ZMOp33x040	death on curing (Doc) protein	AVZ43189.1
